Windfarm,Year,SpikeThresholdConfig,EpsilonConfig,MaxSpikePcentConfig,NanCount,NanPcent,ZeroCount,ZeroPcent,SpikeCount,SpikeCPcent,EplisonCount,EplisonPcent,CleanMax,CleanEpsilonMaxCount,CleanEpsilonMaxPcent
Speciman,0,0.995,0.005,10,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
T_BEATO-4,2020,0.995,0.005,10,2165,12.34,0,0.01,11,0.06,170,0.97,165.398,1800,10.26
T_DDGNO-2,2020,0.995,0.005,10,1330,7.58,0,0.01,0,0.0,234,1.33,88.522,3552,20.25
T_CRGHW-1,2020,0.995,0.005,10,2003,11.42,0,0.02,28,0.16,313,1.78,46.08,107,0.61
T_CLDCW-1,2020,0.995,0.005,10,2209,12.59,0,0.01,25,0.14,243,1.39,187.52,242,1.38
T_GLWSW-1,2020,0.995,0.005,10,3623,20.65,0,0.02,40,0.23,304,1.73,55.33,399,2.27
E_DALSW-1,2020,0.995,0.005,10,2510,14.31,0,0.99,24,0.14,780,4.45,30.122,45,0.26
T_DDGNO-4,2020,0.995,0.005,10,1303,7.43,0,0.01,0,0.0,208,1.19,100.144,2864,16.33
T_GNFSW-1,2020,0.995,0.005,10,1455,8.29,0,0.01,15,0.09,266,1.52,102.92,32,0.18
E_BTUIW-2,2020,0.995,0.005,10,3660,20.86,0,0.03,25,0.14,327,1.86,41.031400000000005,36,0.21
T_GRGBW-1,2020,0.995,0.005,10,1396,7.96,0,0.01,10,0.06,189,1.08,160.886,57,0.32
T_LCLTW-1,2020,0.995,0.005,10,3194,18.21,0,0.13,12,0.07,786,4.48,69.082,31,0.18
T_WLNYO-4,2020,0.995,0.005,10,3150,17.96,0,0.01,3,0.02,222,1.27,329.1042,246,1.4
T_BLKWW-1,2020,0.995,0.005,10,2104,11.99,0,0.01,13,0.07,215,1.23,53.094,406,2.31
T_CGTHW-1,2020,0.995,0.005,10,2013,11.48,0,0.04,31,0.18,574,3.27,69.424,1148,6.54
T_COUWW-1,2020,0.995,0.005,10,3138,17.89,0,0.02,22,0.13,228,1.3,20.316,259,1.48
T_BHLAW-1,2020,0.995,0.005,10,5251,29.93,0,0.01,5,0.03,326,1.86,108.0946,161,0.92
T_RCBKO-2,2020,0.995,0.005,10,1881,10.72,0,0.01,8,0.05,167,0.95,287.022,62,0.35
E_BABAW-1,2020,0.995,0.005,10,3457,19.71,0,0.04,11,0.06,342,1.95,52.0,40,0.23
T_AKGLW-2,2020,0.995,0.005,10,1012,5.77,0,0.57,31,0.18,692,3.94,63.194,642,3.66
T_EAAO-2,2020,0.995,0.005,10,4450,25.37,0,0.01,0,0.0,562,3.2,343.024,158,0.9
T_HADHW-1,2020,0.995,0.005,10,3992,22.76,0,0.15,19,0.11,446,2.54,98.7,47,0.27
T_WTMSO-1,2020,0.995,0.005,10,1370,7.81,0,0.01,3,0.02,186,1.06,206.462,2270,12.94
T_ARCHW-1,2020,0.995,0.005,10,3424,19.52,0,0.01,6,0.03,328,1.87,112.232,50,0.29
T_HOWAO-2,2020,0.995,0.005,10,1564,8.92,0,0.01,9,0.05,175,1.0,399.582,185,1.05
T_DDGNO-3,2020,0.995,0.005,10,1691,9.64,0,0.01,0,0.0,227,1.29,100.214,2460,14.02
T_GYMR-26,2020,0.995,0.005,10,2879,16.41,0,0.27,1,0.01,176,1.0,143.6466,34,0.19
E_CLFLW-1,2020,0.995,0.005,10,3979,22.68,0,0.15,10,0.06,641,3.65,13.154,18,0.1
T_OMNDW-1,2020,0.995,0.005,10,1788,10.19,0,0.72,2,0.01,750,4.28,142.06,50,0.29
T_SHRSW-1,2020,0.995,0.005,10,1424,8.12,0,0.01,1,0.01,305,1.74,156.054,608,3.47
T_BOWLW-1,2020,0.995,0.005,10,1797,10.24,0,0.01,52,0.3,1586,9.04,86.368,117,0.67
T_ANSUW-1,2020,0.995,0.005,10,899,5.12,0,0.07,3,0.02,422,2.41,19.272,26,0.15
T_GYMR-15,2020,0.995,0.005,10,2908,16.58,0,0.48,3,0.02,218,1.24,142.32,721,4.11
T_LNCSW-1,2020,0.995,0.005,10,1445,8.24,0,0.01,3,0.02,351,2.0,121.196,3658,20.85
T_CRMLW-1,2020,0.995,0.005,10,3648,20.8,0,0.54,11,0.06,904,5.15,47.574,94,0.54
T_DUNGW-1,2020,0.995,0.005,10,3717,21.19,0,0.01,8,0.05,273,1.56,94.05200000000002,154,0.88
T_GORDW-1,2020,0.995,0.005,10,6033,34.39,0,0.02,0,0.0,308,1.76,70.346,41,0.23
T_BLLA-2,2020,0.995,0.005,10,3744,21.34,0,0.01,24,0.14,285,1.62,60.518,65,0.37
T_LNCSW-2,2020,0.995,0.005,10,1390,7.92,0,0.01,0,0.0,395,2.25,135.136,74,0.42
T_GRGBW-3,2020,0.995,0.005,10,1480,8.44,0,0.01,0,0.0,172,0.98,160.15,41,0.23
T_GYMR-17,2020,0.995,0.005,10,5873,33.48,0,3.15,1,0.01,540,3.08,142.16,699,3.98
E_BRYBW-1,2020,0.995,0.005,10,1374,7.83,0,0.06,31,0.18,682,3.89,66.58,259,1.48
T_HMGTO-1,2020,0.995,0.005,10,1437,8.19,0,0.01,9,0.05,190,1.08,106.954,1779,10.14
T_HOWAO-1,2020,0.995,0.005,10,1565,8.92,0,0.01,22,0.13,247,1.41,401.1,183,1.04
T_WLNYW-1,2020,0.995,0.005,10,1568,8.94,0,0.01,0,0.0,275,1.57,180.7,125,0.71
T_BEATO-3,2020,0.995,0.005,10,2074,11.82,0,0.01,3,0.02,163,0.93,167.112,11,0.06
T_GRGBW-2,2020,0.995,0.005,10,1274,7.26,0,0.01,0,0.0,202,1.15,166.782,91,0.52
E_BRDUW-1,2020,0.995,0.005,10,2917,16.63,0,0.12,4,0.02,346,1.97,70.838,122,0.7
2__PSTAT002,2020,0.995,0.005,10,2390,13.62,0,0.21,15,0.09,803,4.58,76.096,117,0.67
T_EDINW-1,2020,0.995,0.005,10,908,5.18,0,0.05,17,0.1,696,3.97,40.952,27,0.15
E_ABRTW-1,2020,0.995,0.005,10,2560,14.59,0,0.02,53,0.3,374,2.13,36.5118,73,0.42
E_CLDRW-1,2020,0.995,0.005,10,2957,16.86,0,0.01,29,0.17,421,2.4,37.636,54,0.31
T_LARYW-4,2020,0.995,0.005,10,1717,9.79,0,0.01,5,0.03,192,1.09,161.96,59,0.34
2__PSTAT001,2020,0.995,0.005,10,1932,11.01,0,0.9,7,0.04,905,5.16,42.166,75,0.43
T_CLDSW-1,2020,0.995,0.005,10,3615,20.61,0,0.01,5,0.03,256,1.46,128.2834,149,0.85
T_LARYW-3,2020,0.995,0.005,10,1731,9.87,0,0.02,0,0.0,201,1.15,161.718,34,0.19
T_CRYRW-2,2020,0.995,0.005,10,2215,12.63,0,0.04,6,0.03,649,3.7,140.304,56,0.32
E_HLTWW-1,2020,0.995,0.005,10,2710,15.45,0,0.94,16,0.09,1108,6.32,47.016,36,0.21
T_WDNSO-1,2020,0.995,0.005,10,1569,8.94,0,0.01,4,0.02,206,1.17,192.108,13,0.07
T_WHILW-2,2020,0.995,0.005,10,2761,15.74,0,0.01,26,0.15,575,3.28,198.7906,35,0.2
T_CLDNW-1,2020,0.995,0.005,10,2066,11.78,0,0.01,7,0.04,196,1.12,187.228,217,1.24
E_MINSW-1,2020,0.995,0.005,10,1102,6.28,0,1.17,5,0.03,814,4.64,37.06,193,1.1
T_DRSLW-1,2020,0.995,0.005,10,4025,22.94,0,0.03,20,0.11,324,1.85,68.0946,82,0.47
T_RMPNO-2,2020,0.995,0.005,10,2138,12.19,0,0.01,4,0.02,221,1.26,201.47,32,0.18
E_GDSTW-1,2020,0.995,0.005,10,2325,13.25,0,1.69,5,0.03,1253,7.14,13.1094,51,0.29
T_FALGW-1,2020,0.995,0.005,10,4304,24.54,0,0.04,11,0.06,531,3.03,153.246,19,0.11
T_GNAPW-1,2020,0.995,0.005,10,3586,20.44,0,0.04,41,0.23,260,1.48,21.986,53,0.3
T_STRNW-1,2020,0.995,0.005,10,6624,37.76,0,0.01,1,0.01,290,1.65,67.058,20,0.11
T_HOWAO-3,2020,0.995,0.005,10,1598,9.11,0,0.01,0,0.0,221,1.26,396.952,168,0.96
T_GANW-13,2020,0.995,0.005,10,12896,73.51,0,0.04,2,0.01,30,0.17,85.78,666,3.8
E_TULWW-1,2020,0.995,0.005,10,3464,19.75,1,0.01,6,0.03,383,2.18,17.178,22,0.13
T_SHRSW-2,2020,0.995,0.005,10,1473,8.4,0,0.01,1,0.01,267,1.52,156.082,193,1.1
E_TULWW-2,2020,0.995,0.005,10,3566,20.33,0,0.07,5,0.03,473,2.7,24.376,61,0.35
E_BNWKW-1,2020,0.995,0.005,10,2790,15.9,0,0.03,33,0.19,214,1.22,14.4774,44,0.25
T_GANW-11,2020,0.995,0.005,10,12904,73.56,0,0.02,2,0.01,24,0.14,85.886,875,4.99
E_HYWDW-1,2020,0.995,0.005,10,1392,7.94,0,0.01,0,0.0,150,0.86,29.648,12,0.07
T_MIDMW-1,2020,0.995,0.005,10,6898,39.32,0,0.04,11,0.06,338,1.93,50.628,85,0.48
T_MKHLW-1,2020,0.995,0.005,10,4764,27.16,0,0.02,26,0.15,393,2.24,52.746,33,0.19
T_GRIFW-1,2020,0.995,0.005,10,4345,24.77,0,0.28,0,0.0,586,3.34,93.16,68,0.39
T_BEATO-1,2020,0.995,0.005,10,1788,10.19,0,0.01,7,0.04,228,1.3,124.088,501,2.86
T_KLGLW-1,2020,0.995,0.005,10,2454,13.99,0,0.01,13,0.07,453,2.58,236.326,26,0.15
T_WLNYO-3,2020,0.995,0.005,10,1703,9.71,0,0.01,0,0.0,166,0.95,329.58,1068,6.09
T_RCBKO-1,2020,0.995,0.005,10,1871,10.67,0,0.01,12,0.07,177,1.01,279.3174,1095,6.24
T_GYMR-28,2020,0.995,0.005,10,3094,17.64,0,0.45,12,0.07,202,1.15,143.2,99,0.56
T_WLNYO-2,2020,0.995,0.005,10,2319,13.22,0,0.01,0,0.0,137,0.78,180.74,20,0.11
T_LARYW-1,2020,0.995,0.005,10,1583,9.02,0,0.01,6,0.03,198,1.13,158.9,17,0.1
T_BEATO-2,2020,0.995,0.005,10,1811,10.32,0,0.01,1,0.01,198,1.13,125.314,7,0.04
T_BRBEO-1,2020,0.995,0.005,10,1943,11.08,0,0.01,0,0.0,263,1.5,257.896,254,1.45
E_ASHWW-1,2020,0.995,0.005,10,2613,14.9,0,0.03,12,0.07,335,1.91,34.646,1164,6.64
T_WDNSO-2,2020,0.995,0.005,10,1826,10.41,0,0.01,0,0.0,219,1.25,194.788,67,0.38
T_STLGW-2,2020,0.995,0.005,10,7066,40.28,0,0.01,18,0.1,201,1.15,82.248,107,0.61
T_KILBW-1,2020,0.995,0.005,10,3853,21.96,0,0.34,8,0.05,764,4.36,68.15,47,0.27
T_RRWW-1,2020,0.995,0.005,10,1815,10.35,0,0.01,1,0.01,322,1.84,89.398,482,2.75
E_BURBO,2020,0.995,0.005,10,2019,11.51,0,0.01,2,0.01,214,1.22,88.06,496,2.83
T_SANQW-1,2020,0.995,0.005,10,2005,11.43,0,0.5,10,0.06,537,3.06,33.03,240,1.37
T_DDGNO-1,2020,0.995,0.005,10,1655,9.43,0,0.01,0,0.0,228,1.3,106.09,2503,14.27
T_TDBNW-1,2020,0.995,0.005,10,2166,12.35,0,0.06,0,0.0,446,2.54,27.526,514,2.93
T_MILWW-1,2020,0.995,0.005,10,2471,14.09,0,1.11,23,0.13,710,4.05,66.48,26,0.15
T_FARR-1,2020,0.995,0.005,10,6476,36.92,0,0.06,4,0.02,684,3.9,83.53999999999999,52,0.3
T_GNFSW-2,2020,0.995,0.005,10,1573,8.97,0,0.03,8,0.05,204,1.16,64.57,58,0.33
E_TLYMW-1,2020,0.995,0.005,10,2783,15.86,0,0.88,16,0.09,1059,6.04,14.418,96,0.55
T_RMPNO-1,2020,0.995,0.005,10,3480,19.84,0,0.01,0,0.0,230,1.31,201.382,26,0.15
E_BETHW-1,2020,0.995,0.005,10,5246,29.91,0,0.04,27,0.15,342,1.95,27.368,35,0.2
T_STLGW-1,2020,0.995,0.005,10,7053,40.21,0,0.01,8,0.05,197,1.12,73.8218,19,0.11
E_GLOFW-1,2020,0.995,0.005,10,2238,12.76,0,0.05,9,0.05,487,2.78,27.174,38,0.22
E_HLGLW-1,2020,0.995,0.005,10,1442,8.22,0,0.55,4,0.02,1049,5.98,27.804,54,0.31
T_HRSTW-1,2020,0.995,0.005,10,3012,17.17,0,0.01,1,0.01,497,2.83,125.1666,27,0.15
T_EAAO-1,2020,0.995,0.005,10,2104,11.99,0,0.01,3,0.02,183,1.04,338.186,1322,7.54
T_WHILW-1,2020,0.995,0.005,10,1797,10.24,0,0.01,3,0.02,670,3.82,305.6766,28,0.16
T_BLLA-1,2020,0.995,0.005,10,4351,24.8,0,0.01,20,0.11,576,3.28,119.078,43,0.25
T_WHIHW-1,2020,0.995,0.005,10,2613,14.9,0,0.04,10,0.06,210,1.2,27.18,646,3.68
T_GRIFW-2,2020,0.995,0.005,10,3551,20.24,0,0.36,1,0.01,618,3.52,102.14,27,0.15
T_FARR-2,2020,0.995,0.005,10,5696,32.47,0,0.07,24,0.14,603,3.44,71.934,29,0.17
T_BEINW-1,2020,0.995,0.005,10,2678,15.27,0,0.01,40,0.23,454,2.59,103.646,57,0.32
T_LARYW-2,2020,0.995,0.005,10,1630,9.29,0,0.01,20,0.11,197,1.12,160.02,163,0.93
T_STLGW-3,2020,0.995,0.005,10,6954,39.64,0,0.01,10,0.06,203,1.16,72.042,92,0.52
E_HBHDW-1,2020,0.995,0.005,10,856,4.88,0,0.04,3,0.02,548,3.12,51.206,125,0.71
T_ACHRW-1,2020,0.995,0.005,10,2017,11.5,0,0.01,14,0.08,433,2.47,41.894,34,0.19
E_GFLDW-1,2020,0.995,0.005,10,2430,13.85,0,0.07,2,0.01,345,1.97,32.25,93,0.53
T_EWHLW-1,2020,0.995,0.005,10,3121,17.79,0,0.03,14,0.08,222,1.27,36.346,85,0.48
T_GANW-24,2020,0.995,0.005,10,12924,73.67,0,0.02,2,0.01,27,0.15,86.58,651,3.71
T_ABRBO-1,2020,0.995,0.005,10,3188,18.17,0,0.01,0,0.0,204,1.16,96.594,1311,7.47
T_RREW-1,2020,0.995,0.005,10,1804,10.28,0,0.01,0,0.0,281,1.6,83.338,442,2.52
T_FSDLW-1,2020,0.995,0.005,10,2139,12.19,0,0.34,5,0.03,373,2.13,22.162,159,0.91
T_GANW-22,2020,0.995,0.005,10,12912,73.61,0,0.09,1,0.01,30,0.17,86.08,845,4.82
T_BEATO-4,2021,0.995,0.005,10,2496,14.26,0,0.01,19,0.11,260,1.49,167.57999999999998,370,2.11
T_DDGNO-2,2021,0.995,0.005,10,1494,8.54,0,0.02,1,0.01,303,1.73,88.496,2381,13.6
T_CRGHW-1,2021,0.995,0.005,10,2716,15.52,0,0.02,9,0.05,449,2.57,45.44,287,1.64
T_CLDCW-1,2021,0.995,0.005,10,2742,15.67,0,0.01,2,0.01,364,2.08,187.034,67,0.38
T_GLWSW-1,2021,0.995,0.005,10,5478,31.3,0,0.03,14,0.08,376,2.15,55.204,333,1.9
E_DALSW-1,2021,0.995,0.005,10,3390,19.37,0,1.53,6,0.03,1049,5.99,29.9674,14,0.08
T_DDGNO-4,2021,0.995,0.005,10,1449,8.28,0,0.01,0,0.0,287,1.64,100.188,1848,10.56
T_GNFSW-1,2021,0.995,0.005,10,2549,14.56,0,0.03,14,0.08,276,1.58,99.98,758,4.33
E_BTUIW-2,2021,0.995,0.005,10,3366,19.23,0,0.03,1,0.01,448,2.56,42.692,16,0.09
T_GRGBW-1,2021,0.995,0.005,10,1468,8.39,0,0.01,11,0.06,204,1.17,159.692,24,0.14
T_LCLTW-1,2021,0.995,0.005,10,3859,22.05,0,0.03,26,0.15,808,4.62,68.08,115,0.66
T_WLNYO-4,2021,0.995,0.005,10,3214,18.36,0,0.01,5,0.03,410,2.34,329.9346,966,5.52
T_BLKWW-1,2021,0.995,0.005,10,3042,17.38,0,0.01,0,0.0,330,1.89,53.072,407,2.33
T_CGTHW-1,2021,0.995,0.005,10,3417,19.52,0,0.03,12,0.07,932,5.33,69.308,413,2.36
T_COUWW-1,2021,0.995,0.005,10,2332,13.32,0,0.09,5,0.03,456,2.61,20.346,272,1.55
T_BHLAW-1,2021,0.995,0.005,10,4378,25.01,0,0.03,8,0.05,411,2.35,107.986,44,0.25
T_RCBKO-2,2021,0.995,0.005,10,2044,11.68,0,0.01,4,0.02,255,1.46,285.492,994,5.68
E_BABAW-1,2021,0.995,0.005,10,3669,20.96,0,0.02,3,0.02,414,2.37,52.04,56,0.32
T_AKGLW-2,2021,0.995,0.005,10,1244,7.11,0,1.32,22,0.13,1211,6.92,63.242,498,2.85
T_EAAO-2,2021,0.995,0.005,10,1493,8.53,0,0.01,21,0.12,169,0.97,343.2106,247,1.41
T_HADHW-1,2021,0.995,0.005,10,4364,24.93,0,0.16,7,0.04,495,2.83,98.78,40,0.23
T_WTMSO-1,2021,0.995,0.005,10,1787,10.21,0,0.01,0,0.0,240,1.37,206.142,789,4.51
T_ARCHW-1,2021,0.995,0.005,10,3527,20.15,0,0.01,6,0.03,403,2.3,112.244,12,0.07
T_HOWAO-2,2021,0.995,0.005,10,1527,8.72,0,0.01,1,0.01,204,1.17,398.488,23,0.13
T_DDGNO-3,2021,0.995,0.005,10,1473,8.42,0,0.02,1,0.01,294,1.68,100.226,2027,11.58
T_GYMR-26,2021,0.995,0.005,10,3443,19.67,0,0.04,0,0.0,198,1.13,142.0,814,4.65
E_CLFLW-1,2021,0.995,0.005,10,5224,29.85,0,0.29,0,0.0,772,4.41,12.944,5,0.03
T_OMNDW-1,2021,0.995,0.005,10,2920,16.68,0,1.17,6,0.03,1130,6.46,133.26,21,0.12
T_SHRSW-1,2021,0.995,0.005,10,1673,9.56,0,0.01,0,0.0,360,2.06,156.052,10,0.06
T_BOWLW-1,2021,0.995,0.005,10,2870,16.4,0,0.01,1,0.01,368,2.1,89.274,79,0.45
T_ANSUW-1,2021,0.995,0.005,10,5621,32.12,0,0.11,0,0.0,658,3.76,19.118,9,0.05
T_GYMR-15,2021,0.995,0.005,10,3893,22.24,0,0.03,2,0.01,218,1.25,141.22,73,0.42
T_LNCSW-1,2021,0.995,0.005,10,1921,10.98,0,0.01,3,0.02,283,1.62,128.112,549,3.14
T_CRMLW-1,2021,0.995,0.005,10,4805,27.45,0,0.73,15,0.09,1067,6.1,47.592,73,0.42
T_DUNGW-1,2021,0.995,0.005,10,3540,20.23,0,0.01,1,0.01,336,1.92,91.414,63,0.36
T_GORDW-1,2021,0.995,0.005,10,3499,19.99,0,0.03,11,0.06,500,2.86,71.468,29,0.17
T_BLLA-2,2021,0.995,0.005,10,6527,37.29,0,0.02,24,0.14,442,2.53,58.31,34,0.19
T_LNCSW-2,2021,0.995,0.005,10,1868,10.67,0,0.01,5,0.03,335,1.91,137.096,883,5.05
T_GRGBW-3,2021,0.995,0.005,10,1441,8.23,0,0.01,0,0.0,220,1.26,162.104,81,0.46
T_GYMR-17,2021,0.995,0.005,10,6576,37.57,0,2.67,1,0.01,423,2.42,75.94,2303,13.16
T_MOWEO-2,2021,0.995,0.005,10,9441,53.94,0,0.04,3,0.02,310,1.77,298.29,33,0.19
E_BRYBW-1,2021,0.995,0.005,10,1503,8.59,0,0.04,25,0.14,951,5.43,66.564,33,0.19
T_HMGTO-1,2021,0.995,0.005,10,1977,11.3,0,0.01,11,0.06,254,1.45,107.0406,1272,7.27
T_HOWAO-1,2021,0.995,0.005,10,1568,8.96,0,0.01,0,0.0,150,0.86,399.426,160,0.91
T_WLNYW-1,2021,0.995,0.005,10,2728,15.59,0,0.01,0,0.0,461,2.63,180.72,315,1.8
T_BEATO-3,2021,0.995,0.005,10,2253,12.87,0,0.01,6,0.03,293,1.67,167.874,261,1.49
T_GRGBW-2,2021,0.995,0.005,10,1239,7.08,0,0.01,1,0.01,256,1.46,166.79,64,0.37
E_BRDUW-1,2021,0.995,0.005,10,4849,27.71,0,0.13,25,0.14,527,3.01,71.976,51,0.29
2__PSTAT002,2021,0.995,0.005,10,5393,30.81,0,0.24,4,0.02,855,4.89,76.144,35,0.2
T_EDINW-1,2021,0.995,0.005,10,1559,8.91,0,0.05,3,0.02,1403,8.02,41.36,41,0.23
E_ABRTW-1,2021,0.995,0.005,10,4554,26.02,0,0.11,44,0.25,454,2.59,36.002,96,0.55
E_CLDRW-1,2021,0.995,0.005,10,3521,20.12,0,0.06,16,0.09,543,3.1,37.698,39,0.22
T_LARYW-4,2021,0.995,0.005,10,1809,10.34,0,0.01,3,0.02,225,1.29,163.7,276,1.58
T_HOWBO-3,2021,0.995,0.005,10,17184,98.18,0,0.31,0,0.0,0,0.0,0.452,2,0.01
2__PSTAT001,2021,0.995,0.005,10,7193,41.1,0,0.89,2,0.01,854,4.88,42.028,44,0.25
T_CLDSW-1,2021,0.995,0.005,10,3505,20.03,0,0.01,6,0.03,437,2.5,128.096,96,0.55
T_LARYW-3,2021,0.995,0.005,10,1829,10.45,0,0.01,1,0.01,233,1.33,163.8,231,1.32
T_CRYRW-2,2021,0.995,0.005,10,5327,30.44,0,0.04,10,0.06,787,4.5,138.182,28,0.16
E_HLTWW-1,2021,0.995,0.005,10,13133,75.04,0,0.6,3,0.02,269,1.54,46.672,9,0.05
T_WDNSO-1,2021,0.995,0.005,10,3006,17.18,0,0.01,1,0.01,318,1.82,194.768,161,0.92
T_WHILW-2,2021,0.995,0.005,10,3552,20.29,0,0.01,9,0.05,674,3.85,207.854,27,0.15
T_CLDNW-1,2021,0.995,0.005,10,2593,14.82,0,0.01,1,0.01,333,1.9,187.008,23,0.13
T_MOWEO-1,2021,0.995,0.005,10,11916,68.08,0,0.05,0,0.0,367,2.1,298.382,338,1.93
E_MINSW-1,2021,0.995,0.005,10,2477,14.15,0,1.94,51,0.29,1075,6.14,35.586,61,0.35
T_DRSLW-1,2021,0.995,0.005,10,3823,21.84,0,0.01,23,0.13,287,1.64,68.296,89,0.51
T_RMPNO-2,2021,0.995,0.005,10,2208,12.62,0,0.01,0,0.0,338,1.93,198.178,644,3.68
E_GDSTW-1,2021,0.995,0.005,10,2304,13.16,0,2.12,6,0.03,1486,8.49,12.102,58,0.33
T_FALGW-1,2021,0.995,0.005,10,3257,18.61,0,0.71,28,0.16,801,4.58,144.14,114,0.65
T_GNAPW-1,2021,0.995,0.005,10,4304,24.59,0,0.05,0,0.0,253,1.45,21.954,83,0.47
T_STRNW-1,2021,0.995,0.005,10,4228,24.16,0,0.01,3,0.02,423,2.42,68.774,19,0.11
T_HOWAO-3,2021,0.995,0.005,10,1511,8.63,0,0.01,1,0.01,192,1.1,396.498,143,0.82
T_GANW-13,2021,0.995,0.005,10,1193,6.82,0,0.06,0,0.0,165,0.94,85.8,956,5.46
E_TULWW-1,2021,0.995,0.005,10,4403,25.16,0,0.11,9,0.05,477,2.73,16.612,106,0.61
T_SHRSW-2,2021,0.995,0.005,10,1760,10.06,0,0.02,0,0.0,328,1.87,156.076,148,0.85
E_TULWW-2,2021,0.995,0.005,10,3644,20.82,0,0.09,6,0.03,572,3.27,23.966,55,0.31
E_BNWKW-1,2021,0.995,0.005,10,2308,13.19,0,0.11,24,0.14,303,1.73,14.092,36,0.21
T_GANW-11,2021,0.995,0.005,10,1172,6.7,0,0.04,5,0.03,178,1.02,85.866,1681,9.6
E_HYWDW-1,2021,0.995,0.005,10,2424,13.85,0,0.03,18,0.1,186,1.06,28.516,2808,16.04
T_MIDMW-1,2021,0.995,0.005,10,7030,40.17,0,0.06,2,0.01,466,2.66,50.618,35,0.2
T_MKHLW-1,2021,0.995,0.005,10,4072,23.27,0,0.02,3,0.02,457,2.61,53.0632,14,0.08
T_GRIFW-1,2021,0.995,0.005,10,4983,28.47,0,0.01,0,0.0,524,2.99,93.098,8,0.05
T_BEATO-1,2021,0.995,0.005,10,2337,13.35,0,0.01,12,0.07,349,1.99,125.444,378,2.16
T_KLGLW-1,2021,0.995,0.005,10,3292,18.81,0,0.01,20,0.11,446,2.55,233.832,61,0.35
T_WLNYO-3,2021,0.995,0.005,10,2744,15.68,0,0.01,2,0.01,315,1.8,329.622,226,1.29
T_RCBKO-1,2021,0.995,0.005,10,2065,11.8,0,0.01,1,0.01,236,1.35,279.038,977,5.58
T_GYMR-28,2021,0.995,0.005,10,3919,22.39,0,0.27,2,0.01,234,1.34,142.22,659,3.77
T_WLNYO-2,2021,0.995,0.005,10,4247,24.27,0,0.01,0,0.0,192,1.1,180.864,297,1.7
T_LARYW-1,2021,0.995,0.005,10,1727,9.87,0,0.01,1,0.01,254,1.45,170.14,549,3.14
T_BEATO-2,2021,0.995,0.005,10,2313,13.22,0,0.05,5,0.03,310,1.77,125.628,376,2.15
T_BRBEO-1,2021,0.995,0.005,10,2841,16.23,0,0.01,0,0.0,281,1.61,257.57,186,1.06
T_MOWEO-3,2021,0.995,0.005,10,10273,58.7,0,0.03,14,0.08,521,2.98,281.726,124,0.71
E_ASHWW-1,2021,0.995,0.005,10,3842,21.95,0,0.01,9,0.05,436,2.49,34.612,332,1.9
T_WDNSO-2,2021,0.995,0.005,10,2679,15.31,0,0.01,1,0.01,354,2.02,194.288,76,0.43
T_STLGW-2,2021,0.995,0.005,10,3191,18.23,0,0.01,2,0.01,359,2.05,82.516,33,0.19
T_KILBW-1,2021,0.995,0.005,10,3381,19.32,0,0.36,13,0.07,942,5.38,68.212,51,0.29
T_RRWW-1,2021,0.995,0.005,10,2459,14.05,0,0.02,0,0.0,3224,18.42,89.318,544,3.11
E_BURBO,2021,0.995,0.005,10,3800,21.71,0,0.01,0,0.0,262,1.5,88.168,316,1.81
T_SANQW-1,2021,0.995,0.005,10,1986,11.35,0,0.55,18,0.1,778,4.45,33.028,110,0.63
T_DDGNO-1,2021,0.995,0.005,10,1495,8.54,0,0.02,0,0.0,278,1.59,106.064,2228,12.73
T_TDBNW-1,2021,0.995,0.005,10,3550,20.28,0,0.05,0,0.0,557,3.18,27.538,180,1.03
T_MILWW-1,2021,0.995,0.005,10,3426,19.57,0,1.24,34,0.19,811,4.63,67.3834,44,0.25
T_FARR-1,2021,0.995,0.005,10,4493,25.67,0,0.05,1,0.01,588,3.36,50.474,27,0.15
T_GNFSW-2,2021,0.995,0.005,10,2804,16.02,0,0.02,0,0.0,199,1.14,64.28,352,2.01
E_TLYMW-1,2021,0.995,0.005,10,4303,24.59,0,1.13,1,0.01,1137,6.5,14.424,42,0.24
T_RMPNO-1,2021,0.995,0.005,10,2070,11.83,0,0.01,0,0.0,350,2.0,197.856,953,5.45
E_BETHW-1,2021,0.995,0.005,10,4395,25.11,0,0.08,31,0.18,409,2.34,27.292,41,0.23
T_STLGW-1,2021,0.995,0.005,10,3335,19.05,0,0.01,0,0.0,360,2.06,71.756,28,0.16
E_GLOFW-1,2021,0.995,0.005,10,3166,18.09,0,0.06,15,0.09,587,3.35,26.188,25,0.14
E_HLGLW-1,2021,0.995,0.005,10,1712,9.78,0,0.95,0,0.0,1407,8.04,27.79,16,0.09
T_HRSTW-1,2021,0.995,0.005,10,4645,26.54,0,0.03,28,0.16,500,2.86,124.0908,51,0.29
T_EAAO-1,2021,0.995,0.005,10,1403,8.02,0,0.01,5,0.03,173,0.99,349.932,30,0.17
T_WHILW-1,2021,0.995,0.005,10,3805,21.74,0,0.01,6,0.03,570,3.26,305.77,27,0.15
T_BLLA-1,2021,0.995,0.005,10,5218,29.81,0,0.01,53,0.3,586,3.35,115.294,60,0.34
T_WHIHW-1,2021,0.995,0.005,10,2780,15.88,0,0.02,4,0.02,343,1.96,26.976,274,1.57
